timestamp,mid_price,mid_price_wt,mid_price_mkt,book_I_0.2_5_1,book_I_0.4_5_1,book_I_0.6_5_1,book_I_0.8_5_1,B/A_ratio
2023-11-09 06:31:00,47137500.0,47136000.0,47135994.43118536,-2760.931910686195,-3237.036873921752,-3191.5888871848583,-3005.935087546706,1.000106078285775
2023-11-09 06:31:04,47125000.0,47128000.0,47124994.23631124,1359.1377919092774,974.1899369135499,762.2884160280228,677.2396749183536,1.000084884239119
2023-11-09 06:31:08,47131000.0,47130500.0,47132061.990212075,-1600.9008013531566,-3775.291601367295,-6184.296737037599,-8142.930523626506,1.0002970885323827
2023-11-09 06:31:12,47129000.0,47129000.0,47123093.38521401,-1648.7784853950143,-2935.7478727698326,-4263.492227517068,-5523.399001613259,1.0002546527173568
2023-11-09 06:31:16,47129000.0,47129000.0,47121774.56647398,-790.2112760096788,-1997.8753607571125,-3290.948608867824,-4500.326527759433,1.0003395513677553
2023-11-09 06:31:20,47129500.0,47129500.0,47126903.84615384,-2014.8796275258064,-4429.527022384107,-6611.341318957508,-8226.536841079593,1.00031832265184
2023-11-09 06:31:24,47148000.0,47141500.0,47147039.21568627,-6738.621354542673,-7435.825187139213,-7696.932846605778,-7838.872708790004,1.0000424205145608
2023-11-09 06:31:28,47131000.0,47131000.0,47124773.48066298,-1941.8260636553168,-3383.0573751479387,-4585.660920828581,-5607.637643896043,1.0002970885323827
2023-11-09 06:31:31,47130500.0,47131000.0,47128040.12036108,663.8363780528307,1465.2147491201758,2870.0595483481884,4634.977681770921,1.000318315896696
2023-11-09 06:31:36,47129000.0,47129000.0,47127762.26415094,634.5630695968866,1849.32174693048,3648.1305496171117,5691.696745336056,1.0003395513677553
2023-11-09 06:31:39,47135000.0,47132500.0,47134002.85306705,-3909.397387981415,-5221.034499831498,-6054.1783689931035,-6593.6420596838,1.0000424322145374
2023-11-09 06:31:43,47129000.0,47129000.0,47128292.25736097,-67.5532503426075,-301.816406942904,-596.562908180058,-937.6070801988244,1.0000424376167034
2023-11-09 06:31:47,47129500.0,47129500.0,47129125.18853696,-222.8785163089633,-580.7787926420569,-944.8423360139132,-1289.4928102344275,1.0000212183581234
2023-11-09 06:31:51,47128000.0,47128000.0,47127765.100671135,-336.7414924502373,-719.8593734651804,-1131.2320507466793,-1545.733849875629,1.0000424385171982
2023-11-09 06:31:55,47124500.0,47124500.0,47124017.93339026,-416.76226795464754,-896.3711237460375,-1416.3935725018382,-1933.733729839325,1.0000212206094559
2023-11-09 06:31:59,47112500.0,47113000.0,47112152.110625915,-331.4623000845313,-546.5036792010069,-749.2433116734028,-963.3029596731067,1.0000212260146035
2023-11-09 06:32:03,47113000.0,47113000.0,47113357.14285714,78.30332796275616,60.53687230497599,-124.2304514721036,-484.0433403402567,1.000042452029207
2023-11-09 06:32:07,47113500.0,47113500.0,47113022.72727272,-325.16189536452293,-607.83560590446,-926.871888153255,-1287.147784911096,1.0000212255640695
2023-11-09 06:32:11,47101000.0,47101000.0,47101584.51290591,104.56945960223675,291.57764357328415,538.7489234134555,815.554646961391,1.0000424628450106
2023-11-09 06:32:15,47110500.0,47110000.0,47110825.47169811,18.170387409627438,481.1467128396034,958.9559104964137,1405.1386145427823,1.0000212269157291
2023-11-09 06:32:19,47118000.0,47118000.0,47118183.2460733,-37.29996409267187,-94.25354129076004,-171.60216734558344,-267.1101129576564,1.0000424475242482
2023-11-09 06:32:23,47119500.0,47118000.0,47119548.72074033,-850.7977377101779,-583.0190376937389,-408.8687390461564,-319.54319513589144,1.0000212228612662
2023-11-09 06:32:27,47125000.0,47125000.0,47123364.202334635,-350.8869437649846,-762.613822132349,-1217.1869968175888,-1688.0964817777276,1.000084884239119
2023-11-09 06:32:31,47157500.0,47158000.0,47164441.66666667,1150.6604178249836,1250.8233448341489,908.1841549873352,183.82798032462597,1.0003605590786655
2023-11-09 06:32:35,47184500.0,47184500.0,47183535.71428572,396.00953206419945,1271.752629213035,2215.148243203759,2797.153113335371,1.0000635822224107
2023-11-09 06:32:39,47181500.0,47181500.0,47181403.225806445,-216.43061478435993,-332.62373396754265,-447.37887274473906,-559.4420180544257,1.0000211949725526
2023-11-09 06:32:43,47184000.0,47184000.0,47183338.461538464,319.6527533084154,1027.4126234948635,1912.0453262031078,2639.3326570168138,1.0000423881482738
2023-11-09 06:32:47,47177000.0,47177000.0,47176002.36873273,-1260.9701874554157,-2082.6955469697714,-2714.339970819652,-3146.3303034454584,1.0000423944378498
2023-11-09 06:32:51,47175000.0,47173000.0,47175611.11111111,-628.199373409152,502.6124360114336,1749.9041656702757,2587.0913212820888,1.0000423962352143
2023-11-09 06:32:55,47174500.0,47176500.0,47174987.234457225,1578.7366780340672,2950.445983104408,4231.303342543542,5191.433497004211,1.0000211981176073
2023-11-09 06:32:59,47179500.0,47180000.0,47179456.14035088,201.14703576266766,266.8241935670376,419.0903328806162,663.9116473570466,1.0000211958710443
2023-11-09 06:33:03,47185500.0,47185500.0,47185463.087248325,327.26614835858345,1000.7911739200354,1693.7440579608083,2106.7401573881507,1.0000211931757974
2023-11-09 06:33:07,47179000.0,47179000.0,47178606.38297872,717.345699608326,1083.3413693383336,1248.3244794756174,1257.686128988862,1.0000423926406377
2023-11-09 06:33:11,47181500.0,47181500.0,47183977.78271495,1445.0545651987195,2758.0808105245233,3666.4902755767107,4149.698407515883,1.0001059793552216
2023-11-09 06:33:15,47195500.0,47197500.0,47195621.00456621,2124.2174408510327,2193.505816824734,2022.5275341495872,1787.6811826899648,1.0000211886852421
2023-11-09 06:33:18,47197500.0,47197500.0,47197470.5882353,609.8077259063721,1594.5345891192555,2816.1989313066006,3925.221249356866,1.0000635647088736
2023-11-09 06:33:22,47195000.0,47194500.0,47195455.938697316,-217.67279285937548,703.1404049918056,1920.8956310674548,2803.5124409273267,1.000042378268424
2023-11-09 06:33:26,47198000.0,47198000.0,47198509.43396226,994.9984394386411,2166.5415734648705,3526.2668690234423,4715.444530077279,1.0000423755747188
2023-11-09 06:33:30,47197500.0,47197500.0,47198413.53383459,1145.6502326503396,1983.6282472386956,2406.532475747168,2519.3260396271944,1.0000635647088736
2023-11-09 06:33:34,47201000.0,47201000.0,47201992.38820171,1796.0738476216793,2866.676849782467,3181.326592668891,3221.605318069458,1.000042372881356
2023-11-09 06:33:38,47213500.0,47213000.0,47213995.68314267,663.3759694099426,1833.6455448269844,2936.526428028941,3812.5177397951484,1.0000211806070363
2023-11-09 06:33:42,47209500.0,47209500.0,47209996.149169035,666.1553413271904,1347.6688432246447,2025.3963378369808,2533.3591669350863,1.0000211824016607
2023-11-09 06:33:46,47210000.0,47210500.0,47210960.150780834,787.1593356356025,1562.1997836381197,2467.9407799094915,3330.8274751231074,1.0000423648033214
2023-11-09 06:33:50,47210000.0,47210000.0,47209319.56912029,-429.58804919570684,-858.2115122452378,-1252.3097018375993,-1584.988262064755,1.0000423648033214
2023-11-09 06:33:54,47210000.0,47210500.0,47210166.666666664,390.90962021797895,562.3296553492546,836.3006921261549,1215.7041722536087,1.0000423648033214
2023-11-09 06:33:58,47208500.0,47208500.0,47208609.271523185,136.5834347307682,372.15583124756813,742.7496984675527,1173.0154461711645,1.0000211828503645
2023-11-09 06:34:02,47208500.0,47208500.0,47208329.545454554,41.747956193983555,233.16590226441622,614.5653671771288,1083.1219461634755,1.0000211828503645
2023-11-09 06:34:06,47209500.0,47209500.0,47210790.983606555,770.0390538722277,1601.7491345778108,2302.1659565791488,2818.5155889615417,1.0000635485510931
2023-11-09 06:34:10,47214500.0,47214500.0,47214418.43971631,643.0038158893585,771.1424972340465,802.9082064852118,832.9548673033714,1.0000211801584276
2023-11-09 06:34:14,47216000.0,47216500.0,47216970.14925373,2311.125904045999,3465.1386174485087,3974.511597327888,4140.808198697865,1.000042359419676
2023-11-09 06:34:18,47216500.0,47216500.0,47216100.0,1255.0086564868689,2065.443499751389,2249.1126537173986,2036.781935185194,1.0000211792612674
2023-11-09 06:34:22,47216500.0,47216000.0,47216181.81818182,1502.3687140718102,3215.980381898582,4877.8365738242865,6213.905712977052,1.0000211792612674
2023-11-09 06:34:26,47219500.0,47219500.0,47219987.01298702,1865.5977552086115,3324.9256170764565,4447.704819701612,5237.9012888893485,1.0000211779156696
